date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:27:46	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:27:46%20GMT	https://web.archive.org/web/20180825165552js_/http://ayadrezk.com/users/js/jquery.min.js	js/jquery.min-3.js	(from https://web.archive.org/web/20180825165552/http://ayadrezk.com/our-services-6)
11:27:47	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:27:47%20GMT	https://web.archive.org/web/20180825165552js_/http://ayadrezk.com/users/js/bootstrap.min.js	js/bootstrap.min-3.js	(from https://web.archive.org/web/20180825165552/http://ayadrezk.com/our-services-6)
11:27:48	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:27:48%20GMT	https://web.archive.org/web/20180825165552js_/http://ayadrezk.com/users/js/jquery.hoverIntent.js	js/jquery.hoverintent-3.js	(from https://web.archive.org/web/20180825165552/http://ayadrezk.com/our-services-6)
11:27:49	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:27:49%20GMT	https://web.archive.org/web/20180825165552js_/http://ayadrezk.com/users/js/superfish.min.js	js/superfish.min-3.js	(from https://web.archive.org/web/20180825165552/http://ayadrezk.com/our-services-6)
11:27:50	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:27:50%20GMT	https://web.archive.org/web/20180825165552js_/http://ayadrezk.com/users/js/jquery.sliderPro.min.js	js/jquery.sliderpro.min-3.js	(from https://web.archive.org/web/20180825165552/http://ayadrezk.com/our-services-6)
11:27:51	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:27:51%20GMT	https://web.archive.org/web/20180825165552js_/http://ayadrezk.com/users/js/owl.carousel.min.js	js/owl.carousel.min-3.js	(from https://web.archive.org/web/20180825165552/http://ayadrezk.com/our-services-6)
11:27:52	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:27:52%20GMT	https://web.archive.org/web/20180825165552js_/http://ayadrezk.com/users/js/odometer.min.js	js/odometer.min-3.js	(from https://web.archive.org/web/20180825165552/http://ayadrezk.com/our-services-6)
11:27:53	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:27:53%20GMT	https://web.archive.org/web/20180825165552js_/http://ayadrezk.com/users/js/waypoints.min.js	js/waypoints.min-3.js	(from https://web.archive.org/web/20180825165552/http://ayadrezk.com/our-services-6)
11:27:54	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:27:54%20GMT	https://web.archive.org/web/20180825165552js_/http://ayadrezk.com/users/js/jquery.slicknav.min.js	js/jquery.slicknav.min-3.js	(from https://web.archive.org/web/20180825165552/http://ayadrezk.com/our-services-6)
11:27:55	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:27:55%20GMT	https://web.archive.org/web/20180825165552js_/http://ayadrezk.com/users/js/wow.min.js	js/wow.min-3.js	(from https://web.archive.org/web/20180825165552/http://ayadrezk.com/our-services-6)
11:27:56	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:27:56%20GMT	https://web.archive.org/web/20180825165552js_/http://ayadrezk.com/users/js/retina.min.js	js/retina.min-3.js	(from https://web.archive.org/web/20180825165552/http://ayadrezk.com/our-services-6)
11:27:58	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:27:58%20GMT	https://web.archive.org/web/20180825165552js_/http://ayadrezk.com/users/js/custom.js	js/custom-3.js	(from https://web.archive.org/web/20180825165552/http://ayadrezk.com/our-services-6)
11:27:58	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:27:58%20GMT	https://web.archive.org/web/20180825180107im_/http://ayadrezk.com/users/images/favicon.png	png/favicon-3.png	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:27:59	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:27:59%20GMT	https://web.archive.org/web/20180825180107cs_/http://ayadrezk.com/users/css/bootstrap.min.css	css/bootstrap.min-3.css	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:01	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:01%20GMT	https://web.archive.org/web/20180825180107cs_/http://ayadrezk.com/users/css/bootstrap-theme.min.css	css/bootstrap-theme.min-3.css	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:01	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:01%20GMT	https://web.archive.org/web/20180825180107cs_/http://ayadrezk.com/users/css/bootstrap-rtl.min.css	css/bootstrap-rtl.min-3.css	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:02	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:02%20GMT	https://web.archive.org/web/20180825180107cs_/http://ayadrezk.com/users/css/block_grid_bootstrap.css	css/block_grid_bootstrap-3.css	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:03	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:03%20GMT	https://web.archive.org/web/20180825180107cs_/http://ayadrezk.com/users/css/font-awesome.min.css	css/font-awesome.min-3.css	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:04	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:04%20GMT	https://web.archive.org/web/20180825180107cs_/http://ayadrezk.com/users/css/typicons.min.css	css/typicons.min-3.css	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:05	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:05%20GMT	https://web.archive.org/web/20180825180107cs_/http://ayadrezk.com/users/css/odometer-theme-default.css	css/odometer-theme-default-3.css	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:07	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:07%20GMT	https://web.archive.org/web/20180825180107cs_/http://ayadrezk.com/users/css/slider-pro.min.css	css/slider-pro.min-3.css	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:09	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:09%20GMT	https://web.archive.org/web/20180825180107cs_/http://ayadrezk.com/users/css/animate-custom.css	css/animate-custom-3.css	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:09	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:09%20GMT	https://web.archive.org/web/20180825180107cs_/http://ayadrezk.com/users/css/owl.carousel.css	css/owl.carousel-3.css	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:10	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:10%20GMT	https://web.archive.org/web/20180825180107cs_/http://ayadrezk.com/users/css/owl.theme.default.min.css	css/owl.theme.default.min-3.css	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:12	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:12%20GMT	https://web.archive.org/web/20180825180107cs_/http://ayadrezk.com/users/css/slicknav.min.css	css/slicknav.min-3.css	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:12	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:12%20GMT	https://web.archive.org/web/20180825180107cs_/http://ayadrezk.com/users/css/style.css	css/style-3.css	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:13	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:13%20GMT	https://web.archive.org/web/20180825180107im_/http://ayadrezk.com/users/images/logo.png	png/logo-3.png	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:14	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:14%20GMT	https://web.archive.org/web/20180825180107/http://ayadrezk.com/	html/index-10.html	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:15	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:15%20GMT	https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-1	delayed/our-services-1.1b7.delayed	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:15	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:15%20GMT	https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-2	other/our-services-8	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:16	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:16%20GMT	https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-3	other/our-services-8	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:17	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:17%20GMT	https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-4	other/our-services-8	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:18	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:18%20GMT	https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-5	other/our-services-8	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:19	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:19%20GMT	https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-6	other/our-services-8	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:20	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:20%20GMT	https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-8	other/our-services-8	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:21	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:21%20GMT	https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-9	other/our-services-9	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:22	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:22%20GMT	https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-customer	other/our-customer	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:23	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:23%20GMT	https://web.archive.org/web/20180825180107/http://ayadrezk.com/about-us	other/about-us	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:24	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:24%20GMT	https://web.archive.org/web/20180825180107/http://ayadrezk.com/contact-us	other/contact-us	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:25	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:25%20GMT	https://web.archive.org/web/20180825180107im_/http://ayadrezk.com/users/images/1.jpg	jpg/1-3.jpg	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:26	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:26%20GMT	https://web.archive.org/web/20180825180107/http://ayadrezk.com/users/index.html	html/index-11.html	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:27	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:27%20GMT	https://web.archive.org/web/20180825180107js_/http://ayadrezk.com/users/js/jquery.min.js	js/jquery.min-3.js	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:28	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:28%20GMT	https://web.archive.org/web/20180825180107js_/http://ayadrezk.com/users/js/bootstrap.min.js	js/bootstrap.min-3.js	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:29	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:29%20GMT	https://web.archive.org/web/20180825180107js_/http://ayadrezk.com/users/js/jquery.hoverIntent.js	js/jquery.hoverintent-3.js	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:30	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:30%20GMT	https://web.archive.org/web/20180825180107js_/http://ayadrezk.com/users/js/superfish.min.js	js/superfish.min-3.js	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:31	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:31%20GMT	https://web.archive.org/web/20180825180107js_/http://ayadrezk.com/users/js/jquery.sliderPro.min.js	js/jquery.sliderpro.min-3.js	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:32	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:32%20GMT	https://web.archive.org/web/20180825180107js_/http://ayadrezk.com/users/js/owl.carousel.min.js	js/owl.carousel.min-3.js	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:33	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:33%20GMT	https://web.archive.org/web/20180825180107js_/http://ayadrezk.com/users/js/odometer.min.js	js/odometer.min-3.js	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:34	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:34%20GMT	https://web.archive.org/web/20180825180107js_/http://ayadrezk.com/users/js/waypoints.min.js	js/waypoints.min-3.js	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:35	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:35%20GMT	https://web.archive.org/web/20180825180107js_/http://ayadrezk.com/users/js/jquery.slicknav.min.js	js/jquery.slicknav.min-3.js	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:36	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:36%20GMT	https://web.archive.org/web/20180825180107js_/http://ayadrezk.com/users/js/wow.min.js	js/wow.min-3.js	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:37	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:37%20GMT	https://web.archive.org/web/20180825180107js_/http://ayadrezk.com/users/js/retina.min.js	js/retina.min-3.js	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:38	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:38%20GMT	https://web.archive.org/web/20180825180107js_/http://ayadrezk.com/users/js/custom.js	js/custom-3.js	(from https://web.archive.org/web/20180825180107/http://ayadrezk.com/our-services-7)
11:28:39	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:39%20GMT	https://web.archive.org/web/20180825180224im_/http://ayadrezk.com/users/images/favicon.png	png/favicon-3.png	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:28:40	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:40%20GMT	https://web.archive.org/web/20180825180224cs_/http://ayadrezk.com/users/css/bootstrap.min.css	css/bootstrap.min-3.css	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:28:41	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:41%20GMT	https://web.archive.org/web/20180825180224cs_/http://ayadrezk.com/users/css/bootstrap-theme.min.css	css/bootstrap-theme.min-3.css	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:28:42	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:42%20GMT	https://web.archive.org/web/20180825180224cs_/http://ayadrezk.com/users/css/bootstrap-rtl.min.css	css/bootstrap-rtl.min-3.css	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:28:43	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:43%20GMT	https://web.archive.org/web/20180825180224cs_/http://ayadrezk.com/users/css/block_grid_bootstrap.css	css/block_grid_bootstrap-3.css	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:28:44	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:44%20GMT	https://web.archive.org/web/20180825180224cs_/http://ayadrezk.com/users/css/font-awesome.min.css	css/font-awesome.min-3.css	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:28:45	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:45%20GMT	https://web.archive.org/web/20180825180224cs_/http://ayadrezk.com/users/css/typicons.min.css	css/typicons.min-3.css	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:28:46	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:46%20GMT	https://web.archive.org/web/20180825180224cs_/http://ayadrezk.com/users/css/odometer-theme-default.css	css/odometer-theme-default-3.css	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:28:47	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:47%20GMT	https://web.archive.org/web/20180825180224cs_/http://ayadrezk.com/users/css/slider-pro.min.css	css/slider-pro.min-3.css	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:28:48	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:48%20GMT	https://web.archive.org/web/20180825180224cs_/http://ayadrezk.com/users/css/animate-custom.css	css/animate-custom-3.css	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:28:49	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:49%20GMT	https://web.archive.org/web/20180825180224cs_/http://ayadrezk.com/users/css/owl.carousel.css	css/owl.carousel-3.css	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:28:50	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:50%20GMT	https://web.archive.org/web/20180825180224cs_/http://ayadrezk.com/users/css/owl.theme.default.min.css	css/owl.theme.default.min-3.css	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:28:51	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:51%20GMT	https://web.archive.org/web/20180825180224cs_/http://ayadrezk.com/users/css/slicknav.min.css	css/slicknav.min-3.css	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:28:52	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:52%20GMT	https://web.archive.org/web/20180825180224cs_/http://ayadrezk.com/users/css/style.css	css/style-3.css	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:28:53	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:53%20GMT	https://web.archive.org/web/20180825180224im_/http://ayadrezk.com/users/images/logo.png	png/logo-3.png	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:28:54	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:54%20GMT	https://web.archive.org/web/20180825180224/http://ayadrezk.com/	html/index-11.html	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:28:54	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:54%20GMT	https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-1	delayed/our-services-1.1e0.delayed	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:28:55	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:55%20GMT	https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-2	other/our-services-9	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:28:56	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:56%20GMT	https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-3	other/our-services-9	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:28:57	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:57%20GMT	https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-4	other/our-services-9	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:28:58	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:58%20GMT	https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-5	other/our-services-9	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:28:59	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:28:59%20GMT	https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-6	other/our-services-9	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:29:01	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:29:01%20GMT	https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-7	other/our-services-9	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:29:01	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:29:01%20GMT	https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-9	other/our-services-9	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:29:02	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:29:02%20GMT	https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-customer	other/our-customer	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:29:03	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:29:03%20GMT	https://web.archive.org/web/20180825180224/http://ayadrezk.com/about-us	other/about-us	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:29:04	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:29:04%20GMT	https://web.archive.org/web/20180825180224/http://ayadrezk.com/contact-us	other/contact-us	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:29:05	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:29:05%20GMT	https://web.archive.org/web/20180825180224im_/http://ayadrezk.com/users/images/1.jpg	jpg/1-3.jpg	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:29:06	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:29:06%20GMT	https://web.archive.org/web/20180825180224/http://ayadrezk.com/users/index.html	html/index-12.html	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:29:07	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:29:07%20GMT	https://web.archive.org/web/20180825180224js_/http://ayadrezk.com/users/js/jquery.min.js	js/jquery.min-3.js	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:29:08	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:29:08%20GMT	https://web.archive.org/web/20180825180224js_/http://ayadrezk.com/users/js/bootstrap.min.js	js/bootstrap.min-3.js	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:29:09	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:29:09%20GMT	https://web.archive.org/web/20180825180224js_/http://ayadrezk.com/users/js/jquery.hoverIntent.js	js/jquery.hoverintent-3.js	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:29:10	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:29:10%20GMT	https://web.archive.org/web/20180825180224js_/http://ayadrezk.com/users/js/superfish.min.js	js/superfish.min-3.js	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:29:11	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:29:11%20GMT	https://web.archive.org/web/20180825180224js_/http://ayadrezk.com/users/js/jquery.sliderPro.min.js	js/jquery.sliderpro.min-3.js	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:29:12	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:29:12%20GMT	https://web.archive.org/web/20180825180224js_/http://ayadrezk.com/users/js/owl.carousel.min.js	js/owl.carousel.min-3.js	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:29:13	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:29:13%20GMT	https://web.archive.org/web/20180825180224js_/http://ayadrezk.com/users/js/odometer.min.js	js/odometer.min-3.js	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:29:14	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:29:14%20GMT	https://web.archive.org/web/20180825180224js_/http://ayadrezk.com/users/js/waypoints.min.js	js/waypoints.min-3.js	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:29:15	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:29:15%20GMT	https://web.archive.org/web/20180825180224js_/http://ayadrezk.com/users/js/jquery.slicknav.min.js	js/jquery.slicknav.min-3.js	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
11:29:16	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:29:16%20GMT	https://web.archive.org/web/20180825180224js_/http://ayadrezk.com/users/js/wow.min.js	js/wow.min-3.js	(from https://web.archive.org/web/20180825180224/http://ayadrezk.com/our-services-8)
